sub_path,target_image
../../../../Datasets/images/preprocessed_image\J\J131.jpg,9.0
../../../../Datasets/images/preprocessed_image\K\K730.jpg,10.0
../../../../Datasets/images/preprocessed_image\E\E892.jpg,4.0
../../../../Datasets/images/preprocessed_image\R\R324.jpg,17.0
../../../../Datasets/images/preprocessed_image\W\W741.jpg,22.0
../../../../Datasets/images/preprocessed_image\M\M341.jpg,12.0
../../../../Datasets/images/preprocessed_image\J\J453.jpg,9.0
../../../../Datasets/images/preprocessed_image\F\F260.jpg,5.0
../../../../Datasets/images/preprocessed_image\Z\Z164.jpg,25.0
../../../../Datasets/images/preprocessed_image\G\G763.jpg,6.0
../../../../Datasets/images/preprocessed_image\Y\Y500.jpg,24.0
../../../../Datasets/images/preprocessed_image\B\B164.jpg,1.0
../../../../Datasets/images/preprocessed_image\C\C310.jpg,2.0
../../../../Datasets/images/preprocessed_image\Y\Y715.jpg,24.0
../../../../Datasets/images/preprocessed_image\R\R95.jpg,17.0
../../../../Datasets/images/preprocessed_image\T\T712.jpg,19.0
../../../../Datasets/images/preprocessed_image\P\P559.jpg,15.0
../../../../Datasets/images/preprocessed_image\M\M861.jpg,12.0
../../../../Datasets/images/preprocessed_image\E\E955.jpg,4.0
../../../../Datasets/images/preprocessed_image\L\L157.jpg,11.0
../../../../Datasets/images/preprocessed_image\U\U357.jpg,20.0
../../../../Datasets/images/preprocessed_image\C\C50.jpg,2.0
../../../../Datasets/images/preprocessed_image\T\T333.jpg,19.0
../../../../Datasets/images/preprocessed_image\X\X909.jpg,23.0
../../../../Datasets/images/preprocessed_image\M\M398.jpg,12.0
../../../../Datasets/images/preprocessed_image\Y\Y34.jpg,24.0
../../../../Datasets/images/preprocessed_image\I\I89.jpg,8.0
../../../../Datasets/images/preprocessed_image\V\V592.jpg,21.0
../../../../Datasets/images/preprocessed_image\M\M518.jpg,12.0
../../../../Datasets/images/preprocessed_image\G\G301.jpg,6.0
../../../../Datasets/images/preprocessed_image\nothing\nothing932.jpg,26.0
../../../../Datasets/images/preprocessed_image\S\S727.jpg,18.0
../../../../Datasets/images/preprocessed_image\I\I785.jpg,8.0
../../../../Datasets/images/preprocessed_image\V\V415.jpg,21.0
../../../../Datasets/images/preprocessed_image\M\M297.jpg,12.0
../../../../Datasets/images/preprocessed_image\X\X211.jpg,23.0
../../../../Datasets/images/preprocessed_image\C\C343.jpg,2.0
../../../../Datasets/images/preprocessed_image\P\P1.jpg,15.0
../../../../Datasets/images/preprocessed_image\F\F123.jpg,5.0
../../../../Datasets/images/preprocessed_image\Y\Y245.jpg,24.0
../../../../Datasets/images/preprocessed_image\Q\Q590.jpg,16.0
../../../../Datasets/images/preprocessed_image\U\U142.jpg,20.0
../../../../Datasets/images/preprocessed_image\M\M849.jpg,12.0
../../../../Datasets/images/preprocessed_image\X\X867.jpg,23.0
../../../../Datasets/images/preprocessed_image\E\E998.jpg,4.0
../../../../Datasets/images/preprocessed_image\P\P461.jpg,15.0
../../../../Datasets/images/preprocessed_image\Z\Z243.jpg,25.0
../../../../Datasets/images/preprocessed_image\R\R963.jpg,17.0
../../../../Datasets/images/preprocessed_image\B\B430.jpg,1.0
../../../../Datasets/images/preprocessed_image\R\R962.jpg,17.0
../../../../Datasets/images/preprocessed_image\B\B39.jpg,1.0
../../../../Datasets/images/preprocessed_image\K\K434.jpg,10.0
../../../../Datasets/images/preprocessed_image\J\J603.jpg,9.0
../../../../Datasets/images/preprocessed_image\E\E796.jpg,4.0
../../../../Datasets/images/preprocessed_image\Z\Z503.jpg,25.0
../../../../Datasets/images/preprocessed_image\K\K720.jpg,10.0
../../../../Datasets/images/preprocessed_image\nothing\nothing116.jpg,26.0
../../../../Datasets/images/preprocessed_image\A\A647.jpg,0.0
../../../../Datasets/images/preprocessed_image\U\U401.jpg,20.0
../../../../Datasets/images/preprocessed_image\nothing\nothing995.jpg,26.0
../../../../Datasets/images/preprocessed_image\N\N965.jpg,13.0
../../../../Datasets/images/preprocessed_image\T\T332.jpg,19.0
../../../../Datasets/images/preprocessed_image\N\N743.jpg,13.0
../../../../Datasets/images/preprocessed_image\R\R323.jpg,17.0
../../../../Datasets/images/preprocessed_image\I\I575.jpg,8.0
../../../../Datasets/images/preprocessed_image\E\E69.jpg,4.0
../../../../Datasets/images/preprocessed_image\F\F276.jpg,5.0
../../../../Datasets/images/preprocessed_image\Q\Q828.jpg,16.0
../../../../Datasets/images/preprocessed_image\O\O322.jpg,14.0
../../../../Datasets/images/preprocessed_image\E\E283.jpg,4.0
../../../../Datasets/images/preprocessed_image\K\K760.jpg,10.0
../../../../Datasets/images/preprocessed_image\N\N893.jpg,13.0
../../../../Datasets/images/preprocessed_image\J\J430.jpg,9.0
../../../../Datasets/images/preprocessed_image\L\L193.jpg,11.0
../../../../Datasets/images/preprocessed_image\T\T271.jpg,19.0
../../../../Datasets/images/preprocessed_image\N\N322.jpg,13.0
../../../../Datasets/images/preprocessed_image\P\P795.jpg,15.0
../../../../Datasets/images/preprocessed_image\M\M407.jpg,12.0
../../../../Datasets/images/preprocessed_image\B\B865.jpg,1.0
../../../../Datasets/images/preprocessed_image\W\W419.jpg,22.0
../../../../Datasets/images/preprocessed_image\K\K976.jpg,10.0
../../../../Datasets/images/preprocessed_image\Q\Q359.jpg,16.0
../../../../Datasets/images/preprocessed_image\N\N981.jpg,13.0
../../../../Datasets/images/preprocessed_image\R\R394.jpg,17.0
../../../../Datasets/images/preprocessed_image\H\H977.jpg,7.0
../../../../Datasets/images/preprocessed_image\F\F771.jpg,5.0
../../../../Datasets/images/preprocessed_image\Z\Z272.jpg,25.0
../../../../Datasets/images/preprocessed_image\P\P578.jpg,15.0
../../../../Datasets/images/preprocessed_image\F\F13.jpg,5.0
../../../../Datasets/images/preprocessed_image\H\H471.jpg,7.0
../../../../Datasets/images/preprocessed_image\V\V922.jpg,21.0
../../../../Datasets/images/preprocessed_image\Z\Z710.jpg,25.0
../../../../Datasets/images/preprocessed_image\M\M390.jpg,12.0
../../../../Datasets/images/preprocessed_image\R\R215.jpg,17.0
../../../../Datasets/images/preprocessed_image\Z\Z992.jpg,25.0
../../../../Datasets/images/preprocessed_image\A\A934.jpg,0.0
../../../../Datasets/images/preprocessed_image\V\V692.jpg,21.0
../../../../Datasets/images/preprocessed_image\C\C450.jpg,2.0
../../../../Datasets/images/preprocessed_image\R\R624.jpg,17.0
../../../../Datasets/images/preprocessed_image\C\C5.jpg,2.0
../../../../Datasets/images/preprocessed_image\C\C831.jpg,2.0
../../../../Datasets/images/preprocessed_image\E\E490.jpg,4.0
../../../../Datasets/images/preprocessed_image\Y\Y92.jpg,24.0
../../../../Datasets/images/preprocessed_image\S\S631.jpg,18.0
../../../../Datasets/images/preprocessed_image\N\N861.jpg,13.0
../../../../Datasets/images/preprocessed_image\J\J154.jpg,9.0
../../../../Datasets/images/preprocessed_image\K\K365.jpg,10.0
../../../../Datasets/images/preprocessed_image\E\E677.jpg,4.0
../../../../Datasets/images/preprocessed_image\W\W233.jpg,22.0
../../../../Datasets/images/preprocessed_image\H\H95.jpg,7.0
../../../../Datasets/images/preprocessed_image\V\V873.jpg,21.0
../../../../Datasets/images/preprocessed_image\E\E248.jpg,4.0
../../../../Datasets/images/preprocessed_image\M\M700.jpg,12.0
../../../../Datasets/images/preprocessed_image\D\D430.jpg,3.0
../../../../Datasets/images/preprocessed_image\Y\Y187.jpg,24.0
../../../../Datasets/images/preprocessed_image\V\V490.jpg,21.0
../../../../Datasets/images/preprocessed_image\B\B237.jpg,1.0
../../../../Datasets/images/preprocessed_image\I\I828.jpg,8.0
../../../../Datasets/images/preprocessed_image\R\R309.jpg,17.0
../../../../Datasets/images/preprocessed_image\R\R682.jpg,17.0
../../../../Datasets/images/preprocessed_image\T\T473.jpg,19.0
../../../../Datasets/images/preprocessed_image\Z\Z714.jpg,25.0
../../../../Datasets/images/preprocessed_image\R\R762.jpg,17.0
../../../../Datasets/images/preprocessed_image\D\D96.jpg,3.0
../../../../Datasets/images/preprocessed_image\O\O481.jpg,14.0
../../../../Datasets/images/preprocessed_image\W\W410.jpg,22.0
../../../../Datasets/images/preprocessed_image\N\N129.jpg,13.0
../../../../Datasets/images/preprocessed_image\H\H427.jpg,7.0
../../../../Datasets/images/preprocessed_image\V\V516.jpg,21.0
../../../../Datasets/images/preprocessed_image\B\B585.jpg,1.0
../../../../Datasets/images/preprocessed_image\W\W941.jpg,22.0
../../../../Datasets/images/preprocessed_image\Z\Z707.jpg,25.0
../../../../Datasets/images/preprocessed_image\R\R553.jpg,17.0
../../../../Datasets/images/preprocessed_image\G\G613.jpg,6.0
../../../../Datasets/images/preprocessed_image\K\K52.jpg,10.0
../../../../Datasets/images/preprocessed_image\B\B246.jpg,1.0
../../../../Datasets/images/preprocessed_image\V\V532.jpg,21.0
../../../../Datasets/images/preprocessed_image\S\S910.jpg,18.0
../../../../Datasets/images/preprocessed_image\F\F824.jpg,5.0
../../../../Datasets/images/preprocessed_image\C\C13.jpg,2.0
../../../../Datasets/images/preprocessed_image\Y\Y516.jpg,24.0
../../../../Datasets/images/preprocessed_image\X\X668.jpg,23.0
../../../../Datasets/images/preprocessed_image\C\C192.jpg,2.0
../../../../Datasets/images/preprocessed_image\T\T584.jpg,19.0
../../../../Datasets/images/preprocessed_image\I\I748.jpg,8.0
../../../../Datasets/images/preprocessed_image\T\T520.jpg,19.0
../../../../Datasets/images/preprocessed_image\A\A943.jpg,0.0
../../../../Datasets/images/preprocessed_image\M\M133.jpg,12.0
../../../../Datasets/images/preprocessed_image\Q\Q435.jpg,16.0
../../../../Datasets/images/preprocessed_image\K\K694.jpg,10.0
../../../../Datasets/images/preprocessed_image\E\E901.jpg,4.0
../../../../Datasets/images/preprocessed_image\V\V464.jpg,21.0
../../../../Datasets/images/preprocessed_image\H\H872.jpg,7.0
../../../../Datasets/images/preprocessed_image\Z\Z878.jpg,25.0
../../../../Datasets/images/preprocessed_image\L\L85.jpg,11.0
../../../../Datasets/images/preprocessed_image\D\D618.jpg,3.0
../../../../Datasets/images/preprocessed_image\M\M210.jpg,12.0
../../../../Datasets/images/preprocessed_image\I\I287.jpg,8.0
../../../../Datasets/images/preprocessed_image\Y\Y671.jpg,24.0
../../../../Datasets/images/preprocessed_image\N\N995.jpg,13.0
../../../../Datasets/images/preprocessed_image\X\X288.jpg,23.0
../../../../Datasets/images/preprocessed_image\L\L54.jpg,11.0
../../../../Datasets/images/preprocessed_image\S\S625.jpg,18.0
../../../../Datasets/images/preprocessed_image\Q\Q531.jpg,16.0
../../../../Datasets/images/preprocessed_image\C\C957.jpg,2.0
../../../../Datasets/images/preprocessed_image\nothing\nothing627.jpg,26.0
../../../../Datasets/images/preprocessed_image\P\P447.jpg,15.0
../../../../Datasets/images/preprocessed_image\D\D970.jpg,3.0
../../../../Datasets/images/preprocessed_image\J\J645.jpg,9.0
../../../../Datasets/images/preprocessed_image\H\H693.jpg,7.0
../../../../Datasets/images/preprocessed_image\L\L434.jpg,11.0
../../../../Datasets/images/preprocessed_image\X\X322.jpg,23.0
../../../../Datasets/images/preprocessed_image\M\M38.jpg,12.0
../../../../Datasets/images/preprocessed_image\Z\Z932.jpg,25.0
../../../../Datasets/images/preprocessed_image\R\R38.jpg,17.0
../../../../Datasets/images/preprocessed_image\R\R769.jpg,17.0
../../../../Datasets/images/preprocessed_image\M\M128.jpg,12.0
../../../../Datasets/images/preprocessed_image\K\K856.jpg,10.0
../../../../Datasets/images/preprocessed_image\A\A292.jpg,0.0
../../../../Datasets/images/preprocessed_image\P\P812.jpg,15.0
../../../../Datasets/images/preprocessed_image\Q\Q915.jpg,16.0
../../../../Datasets/images/preprocessed_image\L\L4.jpg,11.0
../../../../Datasets/images/preprocessed_image\S\S173.jpg,18.0
../../../../Datasets/images/preprocessed_image\A\A848.jpg,0.0
../../../../Datasets/images/preprocessed_image\S\S968.jpg,18.0
../../../../Datasets/images/preprocessed_image\R\R865.jpg,17.0
../../../../Datasets/images/preprocessed_image\V\V130.jpg,21.0
../../../../Datasets/images/preprocessed_image\H\H422.jpg,7.0
../../../../Datasets/images/preprocessed_image\C\C3.jpg,2.0
../../../../Datasets/images/preprocessed_image\H\H282.jpg,7.0
../../../../Datasets/images/preprocessed_image\A\A587.jpg,0.0
../../../../Datasets/images/preprocessed_image\H\H731.jpg,7.0
../../../../Datasets/images/preprocessed_image\R\R663.jpg,17.0
../../../../Datasets/images/preprocessed_image\M\M671.jpg,12.0
../../../../Datasets/images/preprocessed_image\J\J659.jpg,9.0
../../../../Datasets/images/preprocessed_image\Y\Y409.jpg,24.0
../../../../Datasets/images/preprocessed_image\F\F803.jpg,5.0
../../../../Datasets/images/preprocessed_image\I\I709.jpg,8.0
../../../../Datasets/images/preprocessed_image\L\L126.jpg,11.0
../../../../Datasets/images/preprocessed_image\nothing\nothing743.jpg,26.0
../../../../Datasets/images/preprocessed_image\nothing\nothing510.jpg,26.0
../../../../Datasets/images/preprocessed_image\P\P81.jpg,15.0
../../../../Datasets/images/preprocessed_image\S\S934.jpg,18.0
../../../../Datasets/images/preprocessed_image\B\B292.jpg,1.0
../../../../Datasets/images/preprocessed_image\R\R375.jpg,17.0
../../../../Datasets/images/preprocessed_image\W\W75.jpg,22.0
../../../../Datasets/images/preprocessed_image\D\D271.jpg,3.0
../../../../Datasets/images/preprocessed_image\Z\Z66.jpg,25.0
../../../../Datasets/images/preprocessed_image\J\J288.jpg,9.0
../../../../Datasets/images/preprocessed_image\H\H297.jpg,7.0
../../../../Datasets/images/preprocessed_image\nothing\nothing43.jpg,26.0
../../../../Datasets/images/preprocessed_image\T\T119.jpg,19.0
../../../../Datasets/images/preprocessed_image\G\G699.jpg,6.0
../../../../Datasets/images/preprocessed_image\V\V183.jpg,21.0
../../../../Datasets/images/preprocessed_image\N\N165.jpg,13.0
../../../../Datasets/images/preprocessed_image\C\C950.jpg,2.0
../../../../Datasets/images/preprocessed_image\C\C513.jpg,2.0
../../../../Datasets/images/preprocessed_image\nothing\nothing698.jpg,26.0
../../../../Datasets/images/preprocessed_image\nothing\nothing920.jpg,26.0
../../../../Datasets/images/preprocessed_image\W\W152.jpg,22.0
../../../../Datasets/images/preprocessed_image\I\I123.jpg,8.0
../../../../Datasets/images/preprocessed_image\W\W857.jpg,22.0
../../../../Datasets/images/preprocessed_image\N\N395.jpg,13.0
../../../../Datasets/images/preprocessed_image\A\A554.jpg,0.0
../../../../Datasets/images/preprocessed_image\N\N761.jpg,13.0
../../../../Datasets/images/preprocessed_image\Q\Q820.jpg,16.0
../../../../Datasets/images/preprocessed_image\V\V859.jpg,21.0
../../../../Datasets/images/preprocessed_image\I\I398.jpg,8.0
../../../../Datasets/images/preprocessed_image\N\N326.jpg,13.0
../../../../Datasets/images/preprocessed_image\K\K256.jpg,10.0
../../../../Datasets/images/preprocessed_image\E\E840.jpg,4.0
../../../../Datasets/images/preprocessed_image\S\S960.jpg,18.0
../../../../Datasets/images/preprocessed_image\E\E948.jpg,4.0
../../../../Datasets/images/preprocessed_image\P\P308.jpg,15.0
../../../../Datasets/images/preprocessed_image\I\I802.jpg,8.0
../../../../Datasets/images/preprocessed_image\N\N813.jpg,13.0
../../../../Datasets/images/preprocessed_image\I\I326.jpg,8.0
../../../../Datasets/images/preprocessed_image\F\F671.jpg,5.0
../../../../Datasets/images/preprocessed_image\S\S270.jpg,18.0
../../../../Datasets/images/preprocessed_image\U\U349.jpg,20.0
../../../../Datasets/images/preprocessed_image\O\O640.jpg,14.0
../../../../Datasets/images/preprocessed_image\F\F653.jpg,5.0
../../../../Datasets/images/preprocessed_image\S\S74.jpg,18.0
../../../../Datasets/images/preprocessed_image\K\K542.jpg,10.0
../../../../Datasets/images/preprocessed_image\V\V492.jpg,21.0
../../../../Datasets/images/preprocessed_image\I\I780.jpg,8.0
../../../../Datasets/images/preprocessed_image\N\N662.jpg,13.0
../../../../Datasets/images/preprocessed_image\nothing\nothing999.jpg,26.0
../../../../Datasets/images/preprocessed_image\J\J319.jpg,9.0
../../../../Datasets/images/preprocessed_image\K\K492.jpg,10.0
../../../../Datasets/images/preprocessed_image\U\U139.jpg,20.0
../../../../Datasets/images/preprocessed_image\S\S319.jpg,18.0
../../../../Datasets/images/preprocessed_image\G\G991.jpg,6.0
../../../../Datasets/images/preprocessed_image\U\U612.jpg,20.0
../../../../Datasets/images/preprocessed_image\D\D895.jpg,3.0
../../../../Datasets/images/preprocessed_image\L\L849.jpg,11.0
../../../../Datasets/images/preprocessed_image\H\H400.jpg,7.0
../../../../Datasets/images/preprocessed_image\V\V975.jpg,21.0
../../../../Datasets/images/preprocessed_image\R\R101.jpg,17.0
../../../../Datasets/images/preprocessed_image\V\V999.jpg,21.0
../../../../Datasets/images/preprocessed_image\L\L400.jpg,11.0
../../../../Datasets/images/preprocessed_image\V\V504.jpg,21.0
../../../../Datasets/images/preprocessed_image\S\S601.jpg,18.0
../../../../Datasets/images/preprocessed_image\S\S883.jpg,18.0
../../../../Datasets/images/preprocessed_image\R\R285.jpg,17.0
../../../../Datasets/images/preprocessed_image\N\N738.jpg,13.0
../../../../Datasets/images/preprocessed_image\C\C283.jpg,2.0
../../../../Datasets/images/preprocessed_image\H\H33.jpg,7.0
../../../../Datasets/images/preprocessed_image\Y\Y519.jpg,24.0
../../../../Datasets/images/preprocessed_image\B\B794.jpg,1.0
../../../../Datasets/images/preprocessed_image\Y\Y961.jpg,24.0
../../../../Datasets/images/preprocessed_image\H\H844.jpg,7.0
../../../../Datasets/images/preprocessed_image\R\R281.jpg,17.0
../../../../Datasets/images/preprocessed_image\H\H630.jpg,7.0
../../../../Datasets/images/preprocessed_image\K\K201.jpg,10.0
../../../../Datasets/images/preprocessed_image\Z\Z257.jpg,25.0
../../../../Datasets/images/preprocessed_image\V\V506.jpg,21.0
../../../../Datasets/images/preprocessed_image\P\P733.jpg,15.0
../../../../Datasets/images/preprocessed_image\P\P790.jpg,15.0
../../../../Datasets/images/preprocessed_image\L\L89.jpg,11.0
../../../../Datasets/images/preprocessed_image\G\G19.jpg,6.0
../../../../Datasets/images/preprocessed_image\X\X938.jpg,23.0
../../../../Datasets/images/preprocessed_image\G\G813.jpg,6.0
../../../../Datasets/images/preprocessed_image\B\B81.jpg,1.0
../../../../Datasets/images/preprocessed_image\O\O840.jpg,14.0
